8 12108 9992 9096 8340 6535 4418 3703 2806 13659 12930 5761 5754 4914 4861 0 0 7346 7342 7331 7324 6452 5088 27 4 7060 6802 3746 3746 3585 3578 3031 327 10629 10213 7310 5744 4438 4347 1940 174 9863 9856 9146 6754 4835 4700 41 10 13846 13846 7949 6552 5370 4459 919 782 7156 7148 7115 7099 7007 6869 1605 9 10802 9196 6855 4871 3887 3867 2730 821
9 11827 10719 8463 7470 4695 2348 1597 580 11304 11303 5489 5129 4482 4478 347 19 9345 9053 8855 8850 8744 8735 3796 1678 4226 3893 190 146 74 67 40 19 6248 6248 3923 647 535 535 185 37 9980 8793 6054 5363 3847 3847 3678 3615 331 322 294 284 219 203 84 8 4158 4136 4112 4077 4029 4014 3204 2958 8730 8506 8158 7999 1378 1257 943 943
2 13768 11809 9354 8092 5123 4229 2330 1633 5423 5405 5396 5377 4488 887 7 5 298 283 238 221 146 75 53 12 5406 5400 5321 5283 5201 5184 4745 4735 6177 6170 5537 5489 109 81 28 11 354 325 256 216 125 91 34 27 7160 4628 2351 2340 2275 2212 2069 2057 8421 8407 8049 8020 7962 7435 1634 0 8084 8075 7965 7964 7507 7284 2680 121
3 13268 13157 11768 7361 6394 6331 5342 630 9911 8671 5240 3750 3388 3307 2437 2165 4969 4954 4566 4519 1964 680 6 0 350 287 202 122 70 33 18 15 11144 9018 6377 4249 4117 3841 3462 2659 13109 12747 8724 7899 7854 7712 29 0 301 245 195 150 89 60 40 10 6537 4659 4346 4315 4279 4268 2230 754 11148 11129 10264 8913 7335 7321 5578 3256
5 14699 14313 13326 9833 8345 8299 3880 303 13680 13660 12035 6073 5906 5855 3633 0 7221 7184 5841 924 565 418 218 19 14385 12512 6702 6702 5835 4404 3 0 8443 8435 8131 8111 8037 7972 42 17 1004 979 940 918 597 388 54 24 9063 8735 7706 7624 7609 7509 1151 7 11342 9810 8431 7898 7462 7457 4841 1432 6627 6619 5742 5627 2709 138 2 0
4 12449 10874 10716 10716 4848 3054 2486 2230 308 297 272 255 205 128 40 13 7563 7542 7525 7497 6780 5710 2697 824 12881 12535 6447 6447 4742 3204 386 386 12379 12206 9980 7800 7089 6934 4629 249 8461 6696 4851 4439 3771 2456 1592 1453 239 208 191 164 124 91 46 27 356 305 246 207 167 147 102 41 6680 990 226 219 171 171 83 54
0 11467 11467 10739 9354 6695 6690 5802 2176 8051 7986 3604 1095 1060 1038 635 0 13019 10258 7526 7520 6919 4516 6 0 7832 7675 7541 7527 2668 791 495 495 392 392 313 253 156 125 17 4 5676 3801 3701 3651 3626 3608 3521 3493 11650 7935 5926 5926 5184 1467 0 0 6264 6259 6252 6251 6079 6024 2013 0 11262 11179 10376 8542 4495 4492 3878 2380
1 611 595 454 421 410 400 240 111 6632 6275 6234 6229 6227 6227 5579 3624 6457 6457 5672 5545 2042 2025 191 5 6451 6442 6433 6425 6417 6413 6040 5905 1428 1381 1022 934 315 287 180 62 6164 6164 5397 4298 71 56 0 0 2725 2155 1666 1656 1630 1624 1257 1235 6122 6099 5844 5844 2747 1133 32 15 1204 1201 1085 1020 661 592 10 3
7 11771 11755 8063 4180 4053 4007 963 12 11443 11406 6608 4217 4149 4103 1814 165 14705 13988 11191 9322 5323 5319 4030 1430 6415 5344 3083 3071 2995 2910 2013 800 14172 13666 11131 9772 7733 7695 4105 1898 14562 14463 11255 8182 5790 4861 2147 0 12189 12189 11340 9499 8258 8258 7042 1240 5858 5779 4937 2972 208 189 86 40 720 627 479 416 289 204 76 27
0 8582 8571 8039 7816 6951 6939 6087 4252 11267 11024 9704 5224 3501 2707 1505 907 14049 12397 11238 10820 7961 7554 316 299 11642 11633 11599 11405 3510 3482 2676 2628 11840 11833 10988 10837 7230 7221 6975 6672 10404 10404 9339 9088 6566 6560 6539 5871 13001 10521 8195 8188 7367 4902 3406 2335 12639 12635 11980 11091 6652 6383 4976 108 10452 10447 9531 5402 1645 1645 957 10
1 439 410 350 332 284 215 128 75 11606 10810 7278 6004 5957 5945 5083 639 9897 9862 9375 8224 2426 1809 1020 97 383 335 245 220 157 144 78 29 5925 5893 5833 5811 5776 5740 5326 5160 8029 8016 7956 7819 104 97 52 39 7804 7791 7745 7720 7654 7622 4437 185 9362 8530 8023 6709 6290 6287 5005 1992 13223 13218 11383 9295 7176 6168 1220 0
9 13267 13267 12474 9719 7943 7942 6470 433 8998 8976 5013 1801 1597 1577 697 11 13456 10986 9125 8321 7403 4818 2221 779 11829 10045 4469 4051 3267 3251 7 0 13446 13439 9061 6300 6276 6262 2694 17 10009 9433 7621 7513 2038 2038 1403 1341 372 362 269 233 140 110 39 6 6119 5291 5203 5136 5097 5062 4583 4330 7932 7908 7878 7590 944 118 42 19
8 336 303 261 249 183 140 59 36 13336 12189 11192 8788 6150 5259 4717 2721 15320 14936 11359 10279 8980 7525 3436 1084 5943 5936 5744 5739 5403 5375 4539 381 11285 11156 6876 3590 3227 3203 2349 966 9148 9144 8327 6218 4580 1671 54 32 12316 11500 10782 9443 5824 4830 1162 540 9619 9611 9191 8502 7902 7897 6396 2083 7765 7752 6918 5370 1643 824 429 413
7 8369 5989 4215 4209 3845 3828 1510 1081 14041 14036 10225 7144 7104 7092 2390 0 12807 12442 10477 8784 5851 5847 5089 1930 5257 5251 5211 5210 5158 5140 3564 695 8989 8989 8620 7931 7543 7512 5257 310 14746 14746 12061 7952 5542 4954 147 0 9443 9434 8095 8090 8067 8048 5200 2404 12426 12426 11731 9714 5399 4545 1846 134 459 447 405 306 220 149 35 6
6 839 835 829 827 787 703 314 66 11735 11726 11018 8235 7490 7480 6028 169 8299 8296 6435 1313 1068 1023 596 4 10695 10695 9995 9768 5749 5741 5199 3571 4110 4092 3460 2411 1699 1678 549 4 2500 2499 2433 2403 1995 1947 741 0 13545 12759 9059 7560 6251 4625 1611 0 11824 11816 10068 6477 5625 5608 2072 6 11546 10902 7886 6744 5869 5865 4730 1382
5 6803 6312 6034 5999 5595 5589 5558 5503 8198 8167 4057 809 476 429 75 74 9460 9307 2650 1825 1408 1405 46 23 9318 7672 4962 4135 3722 3066 2652 2589 14674 14542 8548 7739 7677 7614 13 0 4339 4301 4229 4211 3294 1972 46 10 8450 8319 7542 7529 7492 7343 2006 67 10754 10749 10120 9359 8444 8434 6732 1153 6418 6414 5587 5455 126 94 55 16
3 9762 8716 4924 2367 2284 2284 1892 698 14737 14737 9136 7522 7481 7424 3332 47 15677 14899 12499 10657 6676 4758 1524 841 381 346 239 200 123 93 65 48 4499 4468 1455 159 96 80 59 28 12390 9615 4849 4804 4004 3942 30 0 7881 7655 7413 7398 7351 7333 1609 28 8841 8793 8428 8161 7692 7657 6018 261 13625 13625 12232 6086 5559 5555 4726 879
4 549 514 472 457 427 405 180 127 13940 13927 13234 12897 7314 6973 5787 4489 7327 6881 6523 6438 5795 5742 5712 5607 8415 8260 7796 7784 7475 7082 5990 1370 16615 16615 13509 9278 7365 7359 4210 82 13491 13083 11928 11204 5306 4575 3446 1863 664 634 460 306 129 91 51 31 5300 5238 5187 5162 5130 5119 4473 4348 7777 7749 7370 7284 114 78 39 39
2 11990 11206 10189 9238 6759 6754 5988 2853 10605 9783 6642 3502 2916 2916 1899 1593 4568 4540 4362 4337 2768 795 32 24 426 397 358 303 170 119 80 41 12241 12224 11400 11359 6644 6640 6428 5426 906 899 617 547 106 81 3 0 15956 15396 13142 10415 8036 7731 4090 954 11777 11777 10362 9112 6512 4659 795 0 6614 6580 6559 6546 6454 6388 3191 33
6 516 472 420 400 334 259 161 89 12831 12817 11939 11087 8769 8769 7508 1647 6908 6834 5853 2032 178 132 82 68 7297 7285 7232 7217 7181 7165 6704 6415 15315 15312 12554 11317 6607 6588 3900 28 7857 7789 7027 7018 6405 6365 134 60 11984 10375 9471 9279 4730 2855 1187 990 6194 6146 6062 6038 5970 5922 4196 372 12356 11565 10414 5537 4419 4407 3552 946
1 6667 6647 6315 5999 5667 5656 4863 755 11172 10339 9148 9087 2629 1816 1019 989 288 265 252 228 181 147 44 8 1524 1452 870 449 97 65 17 4 12091 10257 10213 10197 3687 3284 3012 3011 429 417 276 206 154 135 54 6 6257 6242 6227 6185 5749 5725 1895 208 10441 10423 10405 10405 4316 3767 1799 1303 3910 3907 3839 3800 3711 3672 1235 13
0 10604 10604 9846 9846 6535 6524 5888 4291 8028 7833 6451 4482 2796 2772 1935 1824 13755 11674 10643 9742 6969 4282 622 347 11250 11230 11218 11135 4530 4501 3125 2982 11825 11820 11215 10476 4344 4344 3599 1287 5500 5094 4982 4954 4769 4746 4691 4634 14007 11945 8982 8345 6136 4223 1109 1041 7521 7513 7351 7237 7032 7016 3619 21 12525 12519 11825 9044 4314 4298 3522 1772
9 14164 14164 13506 10695 6958 6527 5637 2145 8193 8182 2389 700 413 385 77 23 13820 11082 9416 9356 8892 6483 1357 384 11082 10778 5162 4830 3866 3180 227 0 10215 10204 8781 5165 5141 5133 3591 731 13196 12969 12063 10437 3283 3279 2489 2470 342 293 245 236 171 151 75 23 9996 9409 8580 8355 4524 4524 4493 4266 744 718 504 498 179 149 83 20
7 7580 7571 5465 1284 957 857 291 11 7172 7166 3388 978 915 849 401 37 12965 12416 8806 5921 3967 3933 2933 392 368 345 333 329 246 219 42 2 8567 8368 7672 7324 4699 4690 4408 4172 1764 1731 1304 1103 277 236 136 11 3452 3430 3051 3051 2355 2287 1802 1460 4365 4341 3875 3561 980 932 512 511 425 384 354 327 265 199 87 35
8 14882 14882 14077 10818 8181 8150 6547 1020 13066 12901 8773 5257 5047 5029 2200 93 15308 15023 13440 8541 6597 5505 2777 218 13795 12208 7548 7548 6674 5918 1905 1378 16100 16086 13515 10188 8457 7478 3038 308 2163 2153 2038 1995 1412 1190 82 26 14740 14331 13887 13887 8705 8079 4175 3965 12937 12937 12120 8524 7639 7600 6369 1537 4691 4675 3838 3377 189 120 56 13
6 406 400 373 359 292 261 91 53 13873 13860 12982 9994 8878 8868 7339 711 10157 9995 6342 1678 1396 1376 680 31 11711 11711 10860 10593 7379 7366 7174 6816 15514 15514 12983 11132 7359 7335 6041 1538 6544 6536 6191 6176 5206 2668 49 11 12333 11818 11353 11337 6930 5461 817 817 12981 12981 12144 9388 8496 8488 6812 250 6140 6140 5291 5095 300 259 103 83
4 9937 9546 9542 9491 3600 2365 1792 1761 390 388 368 360 336 283 132 33 7433 7025 6977 6957 6942 6935 6064 3027 13697 12570 8704 6506 5675 4562 1162 18 12579 12565 10738 5795 5735 5706 4600 114 9090 8386 7449 4796 4166 4135 4107 4104 372 337 311 265 238 196 58 11 358 348 330 322 253 160 89 20 5544 992 569 559 484 442 378 370
5 11848 11834 10866 9694 7273 7250 6814 6522 15811 15786 12327 8086 8023 7874 1721 0 11838 11838 8779 7682 7414 7034 62 9 14479 14479 12944 11714 7014 6648 3818 1671 6560 6559 6095 6071 5202 4103 46 31 450 354 311 299 239 141 75 26 2697 2649 2632 2605 2539 2484 1674 109 13399 12524 12503 12040 5973 4264 3403 2761 411 376 307 282 207 149 88 10
3 13372 13346 8610 5378 5282 5269 3714 3 12488 12473 8583 4524 4503 4497 3592 120 18777 18482 13122 7243 6083 6083 4008 1148 309 260 226 205 179 160 85 31 7565 6473 1506 1498 1051 1032 32 13 14987 13840 11210 11210 9398 6313 988 843 3820 3800 3762 3722 3705 3701 2806 22 16171 16169 14973 9620 8575 8565 6817 539 7254 7250 6346 2357 431 419 178 155
2 13583 13578 12522 9987 6815 5462 4255 1490 14586 12637 10030 8684 5022 2241 1887 1887 264 262 219 155 83 54 23 4 1677 1660 1515 1371 1074 1052 564 505 11949 11848 11631 11368 4481 4138 3255 3248 267 246 208 190 151 97 36 9 6543 5946 3221 3216 3187 2854 2592 2585 13571 13565 10497 6869 6571 6510 2136 15 14180 13583 8410 7548 7517 7480 1469 10
8 3631 3610 3462 3406 3347 3306 2420 1773 15483 15483 14236 9142 7309 7299 5920 195 13586 12857 9338 6555 5593 5493 4894 2722 3715 1748 717 709 664 596 248 25 14603 13904 12480 12460 10056 7907 3538 422 6623 6607 5759 2231 480 445 167 2 15124 15023 13099 11172 8679 8294 4974 647 11042 9372 8198 7143 5530 5520 4706 2609 765 690 546 522 469 382 220 143
0 8837 8821 8076 6767 5430 5393 4594 2949 15218 14926 10051 5846 5728 5711 1422 0 9480 8996 7981 6983 2770 862 329 327 9270 9010 8973 8932 3304 2559 1772 1772 442 432 227 195 106 76 17 8 12724 7387 6476 6436 5791 2301 0 0 12353 10299 7938 7930 7045 3237 28 0 3978 3978 3968 3959 3931 3889 1727 11 12415 11783 10934 8228 7402 7380 6317 2136
1 8085 5603 3260 3240 3208 3197 3085 2046 856 823 296 158 140 140 56 4 7762 7762 6937 6657 1503 1503 0 0 5354 4814 4753 4715 4701 4691 4319 4245 377 327 242 156 132 130 95 27 8095 8091 8014 7895 55 38 10 9 3303 2690 877 832 832 827 524 432 474 436 255 148 111 96 47 19 7301 7301 7018 6989 943 97 0 0
9 11951 11943 11309 9904 6130 6109 5133 1929 9141 9133 6175 3581 3322 3271 2474 894 10446 9111 7726 7670 4682 950 412 377 9109 8286 4612 3659 2833 2216 88 35 7673 7673 6885 3143 2230 2200 1256 21 12508 8628 8499 8499 6355 1853 1703 1486 338 330 254 210 158 141 75 32 351 301 251 238 156 79 34 4 8878 3766 3607 3590 2873 773 33 10
8 11016 10679 10017 8878 6754 6011 5310 1698 8032 8022 4926 2845 2487 2467 1670 31 13557 12378 11506 8989 6780 5496 2040 1347 9367 8016 5291 5057 4166 3649 2983 473 12419 12419 10017 8133 7188 6969 3308 491 6291 6258 5265 1206 831 791 413 7 9651 9470 7188 7188 4462 3570 522 396 6386 5244 3319 3319 3246 3225 1410 13 6930 6926 6906 6505 4292 1088 77 21
6 14787 14779 13891 11404 8175 8172 7485 3546 4566 4531 2677 1675 354 266 145 83 408 363 304 289 181 120 38 16 8444 8209 7972 7831 3228 271 104 87 6234 6218 6167 6140 6134 6114 4799 9 6949 6928 6848 6825 6174 6174 1336 54 15196 13024 11734 9587 7554 5026 2862 1748 5993 5968 5449 4486 3874 3793 817 9 12350 11373 10415 7712 6870 6870 6178 1993
7 15233 15218 11039 7649 7584 7569 5931 7 11246 11228 7160 3963 3938 3917 1860 24 10050 9694 5204 4349 4326 4318 4273 4262 505 495 467 456 357 297 161 34 10664 9799 8107 5443 5424 5420 4204 946 14716 14181 9786 9493 7677 7604 5381 3128 526 476 380 328 279 236 160 122 330 305 242 220 188 170 79 15 14334 14323 14292 14201 6295 6286 5835 5736
5 11532 8581 7893 7893 5530 3300 2322 2290 7899 7899 6293 3875 3777 3683 1996 0 7108 7108 5043 1927 1742 1554 440 3 12688 12688 12688 12622 8010 6837 5333 5152 4914 4914 4888 4888 4586 4420 231 0 1384 1372 1359 1349 915 818 62 13 2323 2303 1193 905 376 308 90 16 4735 4724 4709 4702 4433 4205 2571 0 12167 10904 9879 8196 4983 2483 1668 1659
4 8335 8326 7594 7590 5349 5292 4455 3435 3489 3482 2831 2453 403 278 76 11 428 423 386 367 317 295 82 16 11776 11776 9796 7967 4861 4469 1946 836 12761 12337 11052 10661 7185 6084 4260 3841 3868 3868 3868 3868 3614 3529 581 63 461 460 460 460 419 354 115 0 10418 7416 7411 7411 5726 1735 1365 1335 1286 1161 542 523 482 445 210 19
3 1462 1214 824 803 768 751 420 258 7394 7383 5511 1711 951 905 37 23 12396 10472 6180 6040 5363 5267 1557 1366 362 337 283 267 216 180 86 35 15765 15716 8634 8374 7895 7885 1873 12 9989 9965 8910 4831 3658 3469 837 19 3749 3737 3719 3708 3248 3184 958 37 1423 1412 1375 1332 1317 1291 720 9 15160 11840 11565 10659 7097 3626 2498 1091
2 8113 8106 5996 2521 2227 2140 1370 421 5896 5727 2341 743 393 391 138 30 13515 11068 8450 8430 7705 4912 147 6 341 316 289 268 213 173 55 8 778 750 692 668 641 599 251 9 14350 14321 14115 13064 6058 6050 5177 3940 9254 9254 8717 7954 7477 7136 5366 171 14309 14301 12938 7777 7398 7398 4056 129 1702 1700 1514 1376 983 934 233 28
1 16847 16815 12362 8938 8624 8600 4412 9 16368 16366 14136 8116 8038 8029 4569 77 13455 12653 11510 11450 4257 2898 2196 1428 643 584 487 450 340 271 141 79 2654 2638 2572 2466 2379 2331 1730 1570 9782 9710 9626 9265 1238 1209 721 715 5860 5823 5704 5648 5550 5523 3174 228 10238 9050 8947 8942 8804 8747 4369 1920 11130 11101 11009 10955 8817 5015 2701 33
0 13559 13559 12811 12164 7424 7409 6771 4028 5101 5085 2652 500 156 93 36 12 12022 7640 5000 4680 3905 2502 336 22 8742 8719 8686 8675 2623 1372 943 911 363 345 314 299 219 184 80 0 5889 4281 4234 4224 4206 4200 4061 3996 12054 9246 7742 7742 6527 1687 5 4 437 434 426 423 380 339 131 45 8848 8827 8240 7664 7027 7010 6372 5265
1 7274 6887 4528 3641 3609 3607 2753 373 13259 11459 9659 8113 5149 3875 3047 3023 280 275 196 158 88 52 21 11 474 473 451 426 392 354 103 21 13147 13134 12986 12978 5674 5670 5612 5547 361 344 323 314 269 207 29 0 3915 3906 3886 3866 3816 3781 2065 11 13603 9301 9256 9253 7127 3058 1412 1384 585 580 553 525 427 354 92 27
8 11402 9901 9218 9098 7427 6277 5042 2729 9972 8947 5031 3547 3037 3020 1795 1582 6662 6662 6495 6488 3810 1113 41 5 5221 5165 3829 3778 3606 3575 2838 244 10842 10365 5986 2213 1933 1897 1187 79 10294 10177 7354 7350 6858 6342 23 11 11075 11004 9716 9356 5594 4801 1450 850 3833 3804 3785 3773 3740 3635 1664 22 9064 7572 7064 6141 5503 5500 4136 2370
9 9151 8440 4427 4405 4312 4264 3635 710 16433 16433 12035 7839 7828 7820 480 13 13053 12281 8403 8362 7348 7214 2441 1743 531 529 517 473 330 206 26 0 5703 5691 5484 5348 5141 5111 4264 3 10135 10131 9367 5288 2413 2396 1600 675 10414 10410 9700 7907 7100 7063 5871 142 7187 7181 6467 2270 1127 1058 529 119 451 423 402 378 305 239 114 43
7 8320 8309 4280 228 185 153 65 38 8455 8435 4465 497 475 470 204 178 16229 15626 11959 9713 4603 4603 3693 2767 488 476 460 439 406 375 138 35 14268 14268 13404 13263 7898 7893 7176 6468 2490 2459 1780 1109 224 159 48 16 12865 12862 12008 11381 8150 8139 7667 5633 3984 3984 3116 3032 203 104 4 0 401 372 338 326 297 225 94 22
5 10763 10703 9856 6354 2255 531 244 236 8018 8012 4587 319 157 137 24 2 8185 8164 3256 155 129 112 74 42 7596 7596 2843 576 253 91 0 0 10019 9858 5441 2354 1811 1774 315 9 14289 12494 9815 9815 8956 5723 472 432 2971 2971 2966 2963 2898 2697 830 15 5923 5923 5921 5920 5866 5803 3497 118 14270 14257 13841 10961 6175 5339 4404 3657
6 326 317 297 290 230 191 84 32 5920 5900 5642 5478 5244 5229 4276 335 14618 14615 12863 6172 5658 5653 4685 801 9771 9761 9253 8601 8016 7822 6666 2301 14516 14511 13672 9613 7660 7645 2310 6 3300 3281 3265 3219 2440 2363 98 12 13927 13664 11641 8223 6295 5033 1247 1015 4961 4961 4930 4854 4758 4714 2171 0 18135 15430 12788 10845 8702 6651 2828 738
4 1365 1365 1238 1194 1177 1141 543 160 13348 12768 12203 9149 8268 8268 7249 2208 6159 6156 5695 5687 632 121 49 17 14128 14086 10691 6957 6158 5685 4299 0 10119 9497 7824 7089 6696 6675 4516 3717 10822 10822 9078 6830 5704 4398 1483 12 559 528 510 510 460 449 189 36 5476 3983 3943 3917 3893 3872 3797 3730 3863 3833 3775 3760 2234 245 70 0
3 8984 8961 6542 1041 898 898 675 5 8115 8067 2078 1128 650 631 261 2 15322 13084 9921 9921 8784 7466 690 458 262 239 199 158 113 109 56 12 14365 14320 9250 7382 7365 7345 4319 612 18317 18248 14458 10975 8807 7925 1931 294 3837 3831 3801 3771 3741 3712 2128 13 4645 4633 4597 4586 4555 4518 1140 132 13879 12932 12025 8793 7463 7456 6524 2816
2 7734 7077 4184 1888 1867 1849 1646 213 7696 7662 4028 538 56 37 33 15 16370 12650 10787 10784 8477 4647 587 467 358 350 277 260 212 178 75 8 4080 4042 4031 4008 3991 3988 3066 835 12900 12900 12248 10294 3661 3637 2704 2694 11088 11088 10419 9609 9115 8508 6872 37 15208 15194 14088 8497 6935 6913 3338 2 4383 4377 4310 4305 4258 4214 2303 6
2 8581 7703 5462 4480 4435 4411 3455 860 10462 10379 5927 1973 1721 1695 1055 251 11615 10570 10031 10027 7762 3398 574 574 479 444 394 331 246 188 94 35 10211 10202 9590 8921 8298 8287 7110 1465 8183 8152 7224 5639 320 288 162 104 10018 10018 9984 9968 9818 9738 7964 537 14220 14216 13512 10104 7717 7710 1418 63 8342 8256 8136 8099 8066 8066 4014 11
1 10992 10521 7072 4863 4838 4828 3898 29 10168 7576 4965 3373 3360 3360 2701 2699 1750 1740 1338 1274 39 26 14 0 258 212 173 151 119 107 37 15 8410 6191 5857 5834 4476 4169 4122 4094 317 305 277 264 208 135 26 15 3975 3961 3948 3948 3903 3875 2635 16 10851 9079 8982 8971 7365 6045 5232 4303 4297 4275 4250 4233 4096 4077 1401 8
0 13075 13074 12592 10257 6097 6097 5348 3231 4872 4870 2723 197 16 16 4 0 13708 9794 7051 6795 6086 3147 392 12 8184 8184 8150 8120 2406 618 307 294 361 358 345 320 237 151 21 3 5589 847 642 623 594 571 508 464 13040 10296 7799 7799 6622 2201 17 17 2244 2244 2236 2236 1973 1840 774 8 11984 11114 10275 9596 6902 6881 6379 2808
9 12309 12298 11531 8935 7803 7803 6457 1006 13511 13505 11685 6435 6420 6408 4965 70 12828 12352 9554 8633 7126 6841 5027 490 9019 8870 3452 2293 1867 1837 410 23 7426 7403 6093 838 534 528 224 7 9562 8057 7598 7416 4354 3985 3955 3899 454 441 418 395 349 338 125 8 377 360 334 327 301 269 111 58 11990 9576 9462 9462 5864 3432 3035 2993
